,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_bins,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
2513,796336833,Existing Customer,51,M,3,Doctorate,Married,$80K - $120K,Blue,45,5,2,4,32096,0,32096,0.766,2619,69,0.917,0,50대,0.0004903,0.99951
2514,713763633,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014,794,2220,0.5,1488,30,0.579,0.263,50대,0.00017987,0.99982
2515,710942358,Existing Customer,47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762,1890,3872,0.938,3814,88,0.66,0.328,40대,0.00034872,0.99965
2516,713974533,Existing Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555,1701,854,1.492,3127,45,1.25,0.666,50대,0.00011311,0.99989
2517,787231233,Existing Customer,34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516,1731,32785,0.605,2421,63,0.575,0.05,30대,0.00019743,0.9998
2518,719810583,Existing Customer,64,M,0,High School,Married,Less than $40K,Blue,54,4,3,2,2140,1361,779,0.46,1280,34,1,0.636,60대 이상,0.00015005,0.99985
2519,717124983,Existing Customer,62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760,0,4760,0.564,1459,20,0.538,0,60대 이상,3.21E-05,0.99997
2520,787523283,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,27,6,2,5,26372,1365,25007,1.394,2291,56,1,0.052,30대,0.00053033,0.99947
2521,719493858,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,43,5,2,2,8203,654,7549,0.588,2910,63,0.909,0.08,50대,0.00011382,0.99989
2522,709897983,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655,1527,1128,0.715,1921,26,0.444,0.575,30대,0.00027701,0.99972
2523,717225258,Existing Customer,35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655,1048,12607,0.509,2383,59,0.595,0.077,30대,0.00011382,0.99989
2524,803148033,Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,48,6,1,5,12169,1935,10234,0.435,1599,38,0.652,0.159,50대,0.00024955,0.99975
2525,779474958,Existing Customer,35,F,3,Unknown,Single,Less than $40K,Blue,17,6,1,1,2956,1823,1133,0.969,2144,58,0.812,0.617,30대,3.79E-05,0.99996
2526,712060158,Existing Customer,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598,1645,953,0.765,2483,59,0.903,0.633,30대,0.00023771,0.99976
2527,713292933,Existing Customer,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566,726,9840,0.893,2156,64,1.207,0.069,30대,0.00011811,0.99988
2528,710982858,Existing Customer,33,F,3,Graduate,Single,$40K - $60K,Blue,36,6,1,2,8232,2259,5973,1.158,2849,67,1.31,0.274,30대,5.72E-05,0.99994
2529,714542058,Existing Customer,53,M,1,Graduate,Unknown,$60K - $80K,Silver,44,5,2,1,26365,680,25685,0.498,3411,68,0.789,0.026,50대,5.82E-05,0.99994
2530,712319058,Existing Customer,37,F,1,Uneducated,Married,Less than $40K,Blue,29,5,3,0,4671,1933,2738,0.986,2468,58,0.706,0.414,30대,6.40E-05,0.99994
2531,744483633,Existing Customer,35,M,3,Graduate,Married,$120K +,Blue,28,4,3,2,14869,0,14869,1.624,2753,48,1.087,0,30대,0.00018665,0.99981
2532,714947883,Existing Customer,59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300,1965,335,0.596,1693,27,0.688,0.854,50대,0.00010684,0.99989
2533,788776908,Existing Customer,47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797,1802,995,0.675,3525,63,0.75,0.644,40대,0.00016305,0.99984
2534,714802458,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,2657,2115,542,0.688,3580,77,0.711,0.796,40대,6.92E-05,0.99993
2535,721485708,Existing Customer,58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149,1806,7343,0.35,1220,36,0.333,0.197,50대,9.52E-05,0.9999
2536,716378658,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,2629,1476,1153,0.537,1725,41,0.414,0.561,50대,0.00021042,0.99979
2537,713375658,Existing Customer,37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176,0,3176,0.652,2298,67,0.457,0,30대,0.00030251,0.9997
2538,717828108,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,42,6,1,0,21875,2517,19358,0.409,1327,31,0.409,0.115,50대,2.03E-05,0.99998
2539,788784258,Existing Customer,60,M,2,High School,Married,Unknown,Blue,41,5,2,4,3007,1664,1343,0.34,1475,31,0.632,0.553,60대 이상,0.00031746,0.99968
2540,718875483,Existing Customer,50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17404,1745,15659,0.54,4491,78,0.66,0.1,50대,0.00029801,0.9997
2541,811111083,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863,2517,346,0.583,1458,39,0.696,0.879,50대,0.00023216,0.99977
2542,715749108,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Gold,37,5,1,2,34516,2429,32087,0.742,3205,57,0.727,0.07,40대,6.58E-05,0.99993
2543,780197133,Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,30,4,1,1,13919,1266,12653,0.438,3699,67,0.523,0.091,40대,3.48E-05,0.99997
2544,719146008,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672,2517,16155,0.799,1126,35,0.591,0.135,40대,0.99737,0.0026282
2545,717727308,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,36,6,2,2,4204,499,3705,0.635,4740,67,0.523,0.119,50대,0.00010985,0.99989
2546,718445883,Existing Customer,61,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,6859,2489,4370,0.65,1617,26,1,0.363,60대 이상,0.00031517,0.99968
2547,795997908,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,30,6,3,3,16050,1480,14570,1.326,3215,56,0.806,0.092,30대,0.00029408,0.99971
2548,710159658,Existing Customer,46,M,5,High School,Married,$120K +,Blue,32,5,2,2,34516,1024,33492,0.72,2436,71,0.651,0.03,40대,0.00011423,0.99989
2549,716068683,Existing Customer,28,M,0,Uneducated,Divorced,Unknown,Blue,36,3,3,3,16766,1535,15231,1.042,3093,77,0.878,0.092,20대,0.00026692,0.99973
2550,778844433,Existing Customer,49,M,5,Unknown,Single,$80K - $120K,Blue,30,3,2,1,20895,1808,19087,0.572,3210,65,0.667,0.087,40대,7.79E-05,0.99992
2551,715161633,Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,38,6,3,3,7881,2517,5364,0.738,3068,77,0.711,0.319,40대,0.00030842,0.99969
2552,773270058,Existing Customer,57,M,5,High School,Married,$80K - $120K,Blue,50,4,2,3,13427,0,13427,0.521,1337,27,0.588,0,50대,0.00019213,0.99981
2553,714120258,Existing Customer,37,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,3,2,2281,1677,604,1.027,2735,58,1.071,0.735,30대,0.00018494,0.99982
2554,720076458,Existing Customer,57,M,2,Uneducated,Married,$80K - $120K,Blue,52,6,2,4,10974,0,10974,0.591,1327,26,1,0,50대,0.00033577,0.99966
2555,720693033,Attrited Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,36,1,3,4,8925,168,8757,0.447,741,10,0.429,0.019,30대,0.99813,0.00187387
2556,719978583,Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,40,4,1,3,5265,0,5265,0.524,3281,68,0.744,0,40대,9.01E-05,0.99991
2557,712784058,Attrited Customer,45,F,2,High School,Divorced,Unknown,Blue,36,6,4,3,17156,2517,14639,0.717,1142,33,0.32,0.147,40대,0.9972,0.00280488
2558,717261708,Existing Customer,53,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,3,13457,1248,12209,0.512,1548,41,0.519,0.093,50대,0.00019751,0.9998
2559,803665983,Existing Customer,52,M,0,Unknown,Married,$60K - $80K,Blue,46,3,2,4,2742,2184,558,0.592,3829,72,0.532,0.796,50대,0.00030803,0.99969
2560,815838633,Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,2,3,3890,2286,1604,0.633,1889,51,0.457,0.588,30대,0.00019751,0.9998
2561,826706208,Existing Customer,55,M,3,Graduate,Single,$80K - $120K,Blue,51,6,2,3,17198,0,17198,0.803,4042,62,0.722,0,50대,0.00019864,0.9998
2562,721218408,Existing Customer,53,M,4,High School,Married,$120K +,Blue,41,6,3,4,3401,1713,1688,0.773,1924,54,0.317,0.504,50대,0.00052608,0.99947
2563,779484408,Existing Customer,37,M,1,Unknown,Married,$60K - $80K,Blue,19,6,1,2,18951,1243,17708,1.148,2874,58,0.657,0.066,30대,5.68E-05,0.99994
2564,710416533,Existing Customer,58,F,3,Unknown,Single,$40K - $60K,Blue,52,4,1,1,1454,888,566,1.19,3060,56,0.647,0.611,50대,3.79E-05,0.99996
2565,719706483,Existing Customer,33,M,3,High School,Married,$120K +,Blue,20,6,3,2,27499,1188,26311,0.544,2202,46,0.394,0.043,30대,0.00018145,0.99982
2566,712206858,Existing Customer,39,M,3,Graduate,Married,$120K +,Blue,36,3,3,2,32964,2231,30733,1.731,3094,45,1.647,0.068,30대,0.00018665,0.99981
2567,709886583,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,28,5,2,1,7411,633,6778,0.762,2761,77,0.604,0.085,30대,6.67E-05,0.99993
2568,711040758,Existing Customer,32,M,0,Uneducated,Single,$40K - $60K,Blue,36,4,3,3,7200,0,7200,0.894,3006,83,0.93,0,30대,0.00026692,0.99973
2569,817197333,Existing Customer,26,F,1,Uneducated,Single,Unknown,Blue,13,6,2,3,12007,956,11051,0.832,2678,50,0.471,0.08,20대,0.00018475,0.99982
2570,718929708,Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147,1602,1545,0.569,1558,23,0.643,0.509,60대 이상,9.77E-05,0.9999
2571,721150833,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,18,6,2,5,5110,1942,3168,0.749,3028,76,0.583,0.38,30대,0.00053033,0.99947
2572,714514983,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438,2214,3224,0.668,5029,75,0.562,0.407,40대,0.00042056,0.99958
2573,779888658,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,40,6,1,1,17450,2193,15257,0.419,1426,38,0.462,0.126,50대,3.21E-05,0.99997
2574,715883358,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352,1509,16843,0.898,1454,29,1.071,0.082,50대,0.00018146,0.99982
2575,713363583,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030,2326,2704,0.856,3345,69,1.3,0.462,30대,5.66E-05,0.99994
2576,772935108,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K,Silver,38,3,2,3,34516,802,33714,0.899,1823,27,0.8,0.023,40대,0.00017846,0.99982
2577,820075983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585,1535,50,0.462,2299,49,0.485,0.968,20대,0.00015435,0.99985
2578,721502958,Existing Customer,54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251,1919,1332,0.56,1406,31,0.24,0.59,50대,0.00027604,0.99972
2579,708596283,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858,1251,1607,0.576,2844,73,0.622,0.438,30대,0.00012144,0.99988
2580,710325258,Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Silver,36,6,1,0,34516,1847,32669,0.527,3284,65,0.477,0.054,50대,1.89E-05,0.99998
2581,708823908,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443,1363,15080,0.688,4252,64,0.684,0.083,40대,9.61E-05,0.9999
2582,826401858,Existing Customer,36,F,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687,1655,2032,0.742,2448,63,0.5,0.449,30대,0.00016891,0.99983
2583,709554483,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840,2517,2323,0.445,1637,22,1,0.52,50대,8.70E-05,0.99991
2584,710545158,Existing Customer,42,M,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108,0,15108,1.015,3738,68,0.744,0,40대,0.00020516,0.99979
2585,788621658,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909,1753,156,0.788,1457,24,0.6,0.918,50대,0.00016415,0.99984
2586,716713533,Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063,1236,17827,0.542,3393,58,0.871,0.065,50대,0.00013897,0.99986
2587,712338033,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,26,4,2,4,15982,1691,14291,0.808,1687,40,0.739,0.106,30대,0.00031746,0.99968
2588,711639708,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0,40대,0.00011811,0.99988
2589,720216108,Existing Customer,27,F,2,College,Divorced,Less than $40K,Blue,14,4,3,3,2549,2130,419,0.693,2605,61,0.794,0.836,20대,0.00029411,0.99971
2590,718708908,Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36,6,2,4,5967,2350,3617,0.543,1426,29,0.812,0.394,50대,0.00034248,0.99966
2591,802890333,Existing Customer,59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182,1558,624,0.457,1660,34,0.789,0.714,50대,8.94E-05,0.99991
2592,712965183,Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689,2101,588,0.416,1188,35,0.75,0.781,60대 이상,0.00019143,0.99981
2593,796170933,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,2,4,30622,0,30622,1.329,3600,66,0.784,0,50대,0.00033577,0.99966
2594,712816833,Existing Customer,56,F,0,High School,Married,Unknown,Blue,48,4,1,2,4203,1965,2238,0.441,1425,32,0.778,0.468,50대,4.59E-05,0.99995
2595,814829583,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453,0,6453,0.76,4822,74,0.609,0,40대,0.00010566,0.99989
2596,798769458,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318,927,2391,0.934,3011,83,0.804,0.279,20대,5.03E-05,0.99995
2597,818034558,Existing Customer,44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075,1506,20569,0.794,2337,40,0.818,0.068,40대,0.00033251,0.99967
2598,719483358,Existing Customer,33,M,1,College,Married,$40K - $60K,Blue,14,3,2,2,6746,1750,4996,0.962,2962,54,0.862,0.259,30대,0.00010387,0.9999
2599,719647383,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408,1463,2945,0.728,2001,49,0.485,0.332,30대,0.00011382,0.99989
2600,714909108,Existing Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838,1338,3500,0.707,2641,67,0.595,0.277,30대,0.0003139,0.99969
2601,793678608,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Silver,40,5,1,4,34516,0,34516,0.938,3568,57,0.676,0,40대,0.00014976,0.99985
2602,720854358,Existing Customer,27,M,0,Unknown,Married,$40K - $60K,Blue,14,4,1,4,3823,2130,1693,0.371,2026,49,0.441,0.557,20대,0.00014907,0.99985
2603,709126833,Existing Customer,42,M,3,College,Unknown,$120K +,Blue,36,3,2,1,21670,2183,19487,0.995,4121,81,0.761,0.101,40대,6.92E-05,0.99993
2604,788896983,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,38,6,3,2,7928,1228,6700,0.632,1537,37,0.682,0.155,50대,0.00017987,0.99982
2605,715731033,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,42,3,1,3,33996,949,33047,0.846,3569,77,0.571,0.028,50대,9.61E-05,0.9999
2606,717636933,Existing Customer,48,F,5,College,Divorced,$40K - $60K,Blue,40,3,1,1,4365,0,4365,0.598,3542,57,1.111,0,40대,3.33E-05,0.99997
2607,772658658,Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,47,6,3,4,2248,0,2248,0.735,4439,77,0.54,0,50대,0.00050163,0.9995
2608,755943033,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901,1176,725,0.612,2450,52,0.857,0.619,30대,3.32E-05,0.99997
2609,772399983,Existing Customer,55,M,2,College,Single,$80K - $120K,Silver,45,3,1,4,34516,1433,33083,0.728,1966,31,0.55,0.042,50대,0.00013883,0.99986
2610,826130133,Existing Customer,58,M,2,Graduate,Married,$120K +,Blue,54,6,2,4,31680,1812,29868,0.483,1121,25,0.562,0.057,50대,0.00032656,0.99967
2611,719238183,Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872,1167,705,0.517,2238,45,0.607,0.623,50대,0.00019864,0.9998
2612,802666083,Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055,0,2055,1.064,3656,63,0.75,0,40대,0.00011703,0.99988
2613,713682708,Existing Customer,45,M,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991,1328,9663,1.027,3692,60,0.714,0.121,40대,5.35E-05,0.99995
2614,712774008,Existing Customer,59,M,0,Uneducated,Married,Less than $40K,Blue,46,6,1,2,3939,2517,1422,0.376,1489,34,0.545,0.639,50대,4.86E-05,0.99995
2615,717627333,Existing Customer,53,F,2,Post-Graduate,Married,$40K - $60K,Blue,40,5,1,4,2127,1995,132,0.374,1363,37,0.37,0.938,50대,0.00018595,0.99981
2616,779542608,Existing Customer,47,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,3,2,34010,1340,32670,0.744,1739,39,0.5,0.039,40대,0.00019396,0.99981
2617,715322958,Existing Customer,43,F,3,Unknown,Married,Unknown,Blue,36,4,2,1,6971,1506,5465,0.57,3575,67,0.675,0.216,40대,7.83E-05,0.99992
2618,779100408,Existing Customer,33,F,1,Post-Graduate,Married,Less than $40K,Blue,15,6,2,0,1741,1328,413,0.69,2629,61,0.649,0.763,30대,4.64E-05,0.99995
2619,715352883,Existing Customer,49,F,2,Post-Graduate,Single,Unknown,Blue,36,3,3,2,24904,0,24904,0.636,5176,71,0.479,0,40대,0.00021165,0.99979
2620,789963033,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0,50대,0.99893,0.0010665
2621,710687508,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,6,3,1,2621,1858,763,0.987,2148,47,1.043,0.709,60대 이상,9.05E-05,0.99991
2622,789656358,Existing Customer,49,F,5,Graduate,Married,$40K - $60K,Blue,35,5,2,1,11115,1292,9823,0.797,3956,74,0.609,0.116,40대,7.09E-05,0.99993
2623,715720083,Existing Customer,47,M,5,Unknown,Single,$80K - $120K,Blue,39,6,2,3,13241,0,13241,1.002,3157,76,0.551,0,40대,0.00021724,0.99978
2624,716584158,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,42,6,1,2,14438,2517,11921,0.853,2090,47,0.88,0.174,50대,5.62E-05,0.99994
2625,815727183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228,1443,3785,0.934,2683,62,0.938,0.276,30대,3.35E-05,0.99997
2626,717066408,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,4,5550,1518,4032,1.182,2540,62,0.771,0.274,30대,0.00015804,0.99984
2627,708104658,Existing Customer,46,M,1,Graduate,Unknown,$40K - $60K,Blue,36,4,3,2,1438.3,890,548.3,1.143,2928,48,1.4,0.619,40대,0.00016883,0.99983
2628,718016808,Existing Customer,62,F,0,Unknown,Married,Less than $40K,Blue,55,3,1,0,2064,1282,782,0.455,1475,27,0.929,0.621,60대 이상,1.92E-05,0.99998
2629,814571058,Existing Customer,30,F,1,College,Single,Less than $40K,Blue,24,4,3,0,3450,2517,933,0.652,2545,64,0.778,0.73,30대,6.06E-05,0.99994
2630,714757908,Existing Customer,46,M,4,Graduate,Married,$120K +,Silver,36,4,1,3,34516,1380,33136,0.66,2163,56,0.4,0.04,40대,8.78E-05,0.99991
2631,710345808,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Blue,36,6,2,2,30030,2028,28002,0.601,1828,38,1.111,0.068,40대,0.00012274,0.99988
2632,814752558,Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,45,5,3,3,2151,1163,988,0.849,2513,62,0.59,0.541,50대,0.00029196,0.99971
2633,721284258,Existing Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,3,7181,2517,4664,0.545,1636,39,0.56,0.351,50대,0.00010183,0.9999
2634,719336583,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,44,3,3,3,27745,1300,26445,0.482,1525,21,0.5,0.047,50대,0.00031104,0.99969
2635,797638383,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,3,2,4852,2016,2836,0.576,3561,73,0.622,0.415,40대,0.00018339,0.99982
2636,708434733,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,50,6,3,3,6735,2289,4446,0.661,1249,28,0.75,0.34,50대,0.00028395,0.99972
2637,711802758,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,4,1,2,6128,1895,4233,0.583,1700,42,0.355,0.309,60대 이상,5.17E-05,0.99995
2638,720620058,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,2,23124,1746,21378,0.807,1959,50,0.724,0.076,40대,0.00018339,0.99982
2639,819169683,Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436,1650,1786,0.788,1972,37,0.947,0.48,30대,0.00012511,0.99987
2640,709757583,Existing Customer,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176,1510,1666,0.885,2074,48,0.92,0.475,30대,6.47E-05,0.99994
2641,789307833,Existing Customer,44,M,4,College,Unknown,$120K +,Blue,34,5,3,3,8874,1590,7284,0.698,1849,56,0.647,0.179,40대,0.00030845,0.99969
2642,823912308,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,34,5,1,0,3402,1813,1589,0.653,1767,28,0.647,0.533,30대,2.11E-05,0.99998
2643,720746208,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,6,1,1,2689,2077,612,0.378,1356,33,0.435,0.772,50대,3.12E-05,0.99997
2644,709121283,Existing Customer,54,M,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1556,1278,278,0.46,1615,35,0.591,0.821,50대,0.00019191,0.99981
2645,714093108,Existing Customer,58,F,2,High School,Single,$40K - $60K,Blue,36,3,3,3,7372,1210,6162,0.946,1707,56,0.514,0.164,50대,0.00029408,0.99971
2646,718368333,Existing Customer,26,M,0,College,Unknown,Less than $40K,Blue,13,6,1,2,5713,789,4924,0.678,3323,61,0.525,0.138,20대,4.60E-05,0.99995
2647,806752533,Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K,Blue,22,4,1,3,2965,1635,1330,0.7,2553,59,0.553,0.551,20대,0.00010231,0.9999
2648,758521983,Existing Customer,33,M,1,Unknown,Married,$80K - $120K,Blue,26,3,2,2,9819,1200,8619,0.602,2198,40,0.538,0.122,30대,0.00011743,0.99988
2649,779473308,Existing Customer,32,M,0,Uneducated,Single,$60K - $80K,Blue,14,4,3,3,8186,0,8186,0.737,2411,67,0.426,0,30대,0.00026692,0.99973
2650,709376508,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,49,3,3,2,3846,1285,2561,0.608,1815,47,0.621,0.334,50대,0.00016415,0.99984
2651,712589658,Existing Customer,45,F,4,Uneducated,Unknown,Less than $40K,Silver,30,5,2,2,13131,1965,11166,0.695,1795,37,0.48,0.15,40대,0.0001109,0.99989
2652,712141683,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,28,4,2,1,2944,753,2191,0.707,3457,61,0.848,0.256,40대,6.92E-05,0.99993
2653,712494108,Existing Customer,38,M,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,3,4,34516,1954,32562,0.436,1872,52,0.486,0.057,30대,0.0005486,0.99945
2654,721350783,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660,2006,3654,0.779,1569,39,0.773,0.354,50대,0.00050163,0.9995
2655,710133858,Existing Customer,40,F,1,Graduate,Unknown,Less than $40K,Blue,30,5,1,1,7554,1848,5706,0.767,4150,64,0.524,0.245,40대,3.12E-05,0.99997
2656,719152383,Existing Customer,35,F,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494,1316,1178,1.486,2946,57,1.036,0.528,30대,0.00017042,0.99983
2657,715174158,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,4,1,0,25215,1445,23770,1.033,2588,48,1,0.057,30대,1.85E-05,0.99998
2658,780040758,Existing Customer,40,F,4,College,Married,$40K - $60K,Blue,24,5,3,2,2606,1818,788,0.703,1999,50,1.174,0.698,40대,0.0001834,0.99982
